0,1883502
1,543897
2,15
3,1838315
4,2163
5,39
6,2108395
7,3214108
8,5026801
9,726228
10,2519319
11,1375614
12,2101260
13,350190
14,2586976
15,1848158
16,999689
17,4251435
18,1910985
19,5027210
20,3325212
21,3922738
22,5228654
23,5
24,2006913
25,1820360
26,3
27,293390
28,1047281
29,2526472
30,3326875
31,3326126
32,3722973
33,416900
34,5229127
35,2635099
36,2777247
37,2790766
38,41
39,2640025
40,4288603
41,1025734
42,1803996
43,1556884
44,2006291
45,1453020
46,4372042
47,2780729
48,3332295
49,2621843
50,1283482
51,38
52,2626685
53,1836806
54,1277104
55,2714312
56,1087145
57,1951061
58,3331948
59,3580606
60,5039050
61,3326680
62,3715574
63,2642171
64,67
65,1333179
66,1773539
67,1079149
68,4593831
69,1531850
70,1059824
71,2640099
72,2634810
73,1866993
74,134900
75,1370482
76,1271771
77,2833354
78,1194815
79,36
80,4010914
81,3971206
82,2085365
83,2780911
84,990533
85,2555665
86,3722485
87,626763
88,2552118
89,3317512
90,3659536
91,2346476
92,995682
93,46
94,2789717
95,689412
96,5065748
97,498033
98,2880140
99,2659468
100,1286339
101,4
102,4425650
103,2783913
104,2552670
105,468458
106,680683
107,2244697
108,5000254
109,1410456
110,3586078
111,3547682
112,2512249
113,1848465
114,1256674
115,4426165
116,4186376
117,2581813
118,2787008
119,3706823
120,1556150
121,5040783
122,1236083
123,5059375
124,1371515
125,1513164
126,2384932
127,3333433
128,1642908
129,1846548
130,2101368
131,66855
132,2224197
133,1366458
134,55
135,485526
136,2390951
137,2395241
138,3349045
139,3851150
140,2
141,5084724
142,2349091
143,53
144,3018001
145,5192394
146,5011202
147,3327985
148,1679554
149,4147900
150,42
151,464103
152,3747558
153,3931120
154,5138280
155,4958284
156,5051649
157,2850822
158,2672298
159,484909
160,883783
161,3725701
162,1616631
163,1288401
164,1736743
165,2257957
166,2799801
167,1648005
168,2136210
169,688388
170,2751690
171,161707
172,1929695
173,5197722
174,2275267
175,1718551
176,2428289
177,805172
178,1884355
179,2607096
180,2019384
181,733290
182,5219214
183,2413439
184,1148284
185,4542817
186,4763533
187,2276247
188,4009019
189,5269247
190,2197847
191,433549
192,1994818
193,1464407
194,4010559
195,367492
196,1589592
197,5028104
198,672504
199,992400
200,1325243
201,4253054
202,1115421
203,5076975
204,992217
205,1064548
206,3260216
207,4592777
208,2099608
209,2686375
210,3718685
211,1521260
212,4287101
213,2679744
214,1175580
215,2127330
216,3704482
217,2308619
218,1592768
219,2191966
220,977635
221,1218336
222,1827850
223,2429870
224,2535378
225,1852655
226,1520578
227,862976
228,2585648
229,2860081
230,2154552
231,1966890
232,2024718
233,7
234,460316
235,2488123
236,3098628
237,1990162
238,5326189
239,1944771
240,570152
241,2349149
242,2850016
243,454891
244,873585
245,1936852
246,119
247,94252
248,1513643
249,2120771
250,5021898
251,2789395
252,3259967
253,2208748
254,1775760
255,5067988
256,2837183
257,4957062
258,2701329
259,1491448
260,818303
261,3329893
262,1829282
263,560622
264,62266
265,4149284
266,4369633
267,5029074
268,2676492
269,2130812
270,5028043
271,2533075
272,2447566
273,2337461
274,1287653
275,5126720
276,1748111
277,3931472
278,784775
279,5326172
280,5270154
281,1422987
282,2643401
283,77666
284,2059672
285,2677025
286,813776
287,4761409
288,1905619
289,2783809
290,2350559
291,3783697
292,1856604
293,2199564
294,2447863
295,2748441
296,4763262
297,2970103
298,3324727
299,1248512
300,5002496
301,1426649
302,2786652
303,953172
304,1455535
305,867556
306,3707261
307,5109521
308,2114078
309,2042882
310,1310653
311,2785646
312,1422695
313,2795324
314,3350540
315,1151811
316,5140157
317,1727580
318,4425117
319,2224698
320,2213967
321,3968432
322,3931002
323,2143323
324,3849887
325,826237
326,2414095
327,1963415
328,505498
329,5048783
330,1870457
331,1484586
332,5160797
333,4819256
334,97215
335,59
336,1660592
337,2060029
338,3214090
339,1387750
340,1559164
341,1756429
342,2538753
343,2085407
344,294506
345,5116110
346,3785359
347,12
348,633162
349,5196328
350,2571536
351,123748
352,2320414
353,2738555
354,3322406
355,3358243
356,3264863
357,1554290
358,3262331
359,1994905
360,3968479
361,1539028
362,1083268
363,2148321
364,3326728
365,2646614
366,3355113
367,1449413
368,56962
369,2011234
370,3262512
371,4100699
372,2189564
373,2540853
374,648267
375,1668758
376,2828758
377,5057627
378,2239086
379,443499
380,2372610
381,5220225
382,68571
383,111474
384,3781533
385,244853
386,1421571
387,1083873
388,3655584
389,3661389
390,4147841
391,1837108
392,2664907
393,2881728
394,1335685
395,5239174
396,1957910
397,3384304
398,5131954
399,2735023
400,1762869
401,2921333
402,1519297
403,5138057
404,267385
405,1943904
406,5050733
407,2044876
408,2570995
409,2612022
410,2267264
411,1840047
412,2479862
413,3729377
414,2789725
415,989048
416,3726983
417,1429624
418,2166038
419,2684248
420,3589568
421,742874
422,2384935
423,26
424,1385412
425,2300282
426,2600775
427,4527772
428,1365318
429,3156795
430,11
431,1009709
432,2183233
433,4425527
434,761059
435,2456613
436,397398
437,780202
438,1114900
439,1000600
440,2450271
441,2854942
442,1046993
443,998257
444,3380524
445,1498014
446,1586918
447,983699
448,1177970
449,3763318
450,981512
451,1249631
452,1919870
453,1899130
454,2547166
455,2081859
456,3328958
457,1266451
458,22906
459,2455306
460,61540
461,2604408
462,1463153
463,1143411
464,117322
465,1597275
466,3720366
467,4146964
468,3334209
469,1295154
470,2005373
471,1473227
472,4917125
473,2496863
474,1999262
475,1161668
476,1870602
477,2112251
478,2549611
479,1954198
480,142
481,1518118
482,1994846
483,2738689
484,2913028
485,2096842
486,4151852
487,1196376
488,2970447
489,2086959
490,5097972
491,2663239
492,3325891
493,1032367
494,2106908
495,1163855
496,5036221
497,3804440
498,5125078
499,947639
500,1776234
501,2887699
502,1148092
503,1065790
504,3703188
505,1257042
506,741765
507,984361
508,1888519
509,709976
510,2107832
511,2229706
512,3313312
513,3332745
514,2398232
515,2251639
516,5063723
517,36765
518,1709168
519,995035
520,1983234
521,24
522,1961734
523,952220
524,1789363
525,2239399
526,1646806
527,1218920
528,1614076
529,3476282
530,1905344
531,2163784
532,878316
533,1103279
534,2054406
535,1851875
536,2142185
537,571772
538,377878
539,3574277
540,5231224
541,2855366
542,750805
543,235859
544,3516662
545,5007305
546,1626847
547,151368
548,127593
549,3477268
550,1358743
551,2050149
552,1513141
553,2208432
554,1264662
555,2892145
556,2923316
557,2262083
558,3016612
559,2921082
560,3786240
561,1894571
562,2849454
563,3689824
564,2835215
565,2410998
566,4187910
567,3662845
568,4185441
569,1995288
570,82439
571,2585896
572,1520064
573,527114
574,2341115
575,5076212
576,453325
577,1180806
578,984343
579,683037
580,1296667
581,662218
582,2037428
583,2410699
584,1640194
585,732150
586,2242918
587,1312775
588,2803901
589,2604003
590,1226701
591,4539738
592,98647
593,1599574
594,5159766
595,2053955
596,1387916
597,1556353
598,5049724
599,1676651
600,3444994
601,1146603
602,256684
603,41995
604,1548592
605,3343641
606,1790290
607,1742099
608,2430162
609,5029583
610,5228646
611,5207190
612,1273341
613,758797
614,972479
615,2290010
616,2197286
617,2866312
618,5219641
619,4011175
620,1424328
621,2544243
622,1454305
623,3888668
624,645123
625,1519766
626,1892082
627,1364565
628,1366506
629,742157
630,2200351
631,1175785
632,494197
633,1367764
634,1587104
635,3510968
636,73390
637,948705
638,2612780
639,2086355
640,448111
641,1937291
642,920301
