,Radiant_team_id,Radiant_team_rating,Dire_team_id,Dire_team_rating,Radiant_hero1,Radiant_hero2,Radiant_hero3,Radiant_hero4,Radiant_hero5,Dire_hero1,Dire_hero2,Dire_hero3,Dire_hero4,Dire_hero5,Radiant_win,Radiant_fb,Radiant_10kill,start_time
6524,2246141,1000,46,1171.65,28,3,72,74,71,100,112,39,12,60,True,False,True,1448398487
6527,2635099,1242.81,2626685,1210.14,90,69,14,22,10,41,109,34,27,107,False,True,True,1467813025
6528,2552670,1159.36,3729377,1059.44,64,39,107,38,15,37,13,83,95,104,True,True,True,1496248577
6529,111474,1084.27,2085365,1181.13,91,65,69,31,42,100,106,104,68,22,True,False,True,1443641403
6530,4327144,1029.1,4361011,1000,84,4,37,96,34,97,95,5,32,19,True,True,True,1494711932
6532,2621843,1211.4,2537636,1000,3,20,68,80,43,69,111,21,85,99,True,True,False,1451138391
6537,2621843,1211.4,4429098,1000,58,104,40,87,35,68,107,55,45,42,False,False,False,1505154673
6538,1520578,1094.09,1375614,1360.51,107,8,30,65,9,16,86,2,48,98,False,False,False,1480250876
6541,24,1048.25,350190,1338.47,39,60,21,36,62,50,61,47,30,70,False,False,True,1445509137
6543,1838315,1491.97,3729377,1059.44,74,28,86,33,109,96,20,51,11,75,True,True,False,1489316458
6544,2197847,1108.61,2578382,1000,53,72,30,85,25,66,20,27,54,15,True,False,False,1453658492
6545,4288603,1230.49,4425650,1160.59,112,78,100,81,22,19,101,103,41,34,True,True,False,1514626792
6546,2581813,1188.72,24,1048.25,80,5,88,11,85,79,96,107,8,74,True,False,False,1487507974
6547,2913028,1051.34,4251843,1000,28,54,75,11,57,84,55,87,106,93,True,True,True,1493592158
6548,1105664,1031.53,2659468,1165.6,97,8,90,70,30,86,73,54,32,40,False,False,False,1491382443
6549,3325252,1000,5,1294.52,68,43,23,41,104,40,7,111,1,53,False,False,False,1507541174
6550,2163,1452,1375614,1360.51,96,50,86,73,8,90,54,16,28,17,False,False,True,1490603483
6551,46,1171.65,1838315,1491.97,54,87,49,32,16,50,29,20,12,72,True,True,False,1465308553
6553,5039050,1180.83,3704482,1096.81,103,16,64,20,80,30,7,102,72,47,True,True,True,1518531988
6554,2790766,1241.4,3152713,1000,28,86,11,78,20,63,50,51,107,34,True,False,True,1484754996
6555,5,1294.52,5027210,1303.93,100,43,29,111,18,103,87,48,41,39,False,True,False,1515227153
6556,4256705,1000,3707261,1075.86,86,28,55,63,74,97,5,95,32,25,False,True,False,1492952904
6558,5028104,1105.7,5040783,1148.99,68,65,16,13,42,71,64,111,4,1,False,True,False,1506038760
6559,2746885,1029.78,2822317,1000,69,54,43,87,7,112,73,28,111,8,False,True,True,1465387870
6561,2537636,1000,1449413,1064.86,91,19,85,13,88,74,55,100,86,39,True,True,False,1451394678
6562,3326680,1202.21,2006913,1291.81,55,107,35,30,6,80,88,86,8,16,False,False,False,1485537884
6563,543897,1523.46,15,1511.43,107,9,114,31,44,75,16,106,58,70,True,True,False,1508681403
6564,2643401,1083.38,2634810,1192.02,109,20,29,87,8,38,79,93,51,94,True,False,True,1468470643
6567,2626685,1210.14,2643401,1083.38,28,62,54,74,75,41,23,111,17,6,False,True,False,1469864722
6570,2201839,1000,543897,1523.46,4,22,53,87,50,72,85,25,55,28,True,False,False,1432970407
6571,2163,1452,1883502,1568.6,38,58,70,100,12,43,111,5,55,18,False,False,False,1456629575
6572,1838315,1491.97,26,1058.92,22,71,69,106,82,53,36,60,31,73,True,False,True,1506359032
6573,36,1186.73,2006913,1291.81,43,100,87,88,18,86,119,45,61,92,False,False,False,1521655842
6575,5019216,1000,5026801,1398.97,53,88,68,81,4,13,64,62,18,38,False,False,False,1505074965
6576,5131954,1060.68,4997871,1036.45,51,3,78,34,18,11,107,87,61,59,False,True,True,1514275570
6578,2512249,1155.77,4,1160.77,11,3,69,55,71,100,62,21,50,12,False,False,False,1449869250
6580,2277843,1000,3510968,1041.24,84,10,2,46,87,79,48,103,73,40,False,True,False,1481022168
6583,1820360,1289.92,46,1171.65,26,22,66,1,51,92,72,102,96,25,True,True,True,1430836381
6584,1836806,1208.81,2374212,1000,3,71,50,12,78,55,100,20,92,106,True,True,True,1449322449
6586,2414475,1000,1983234,1048.33,5,102,83,10,106,51,84,27,63,82,True,False,True,1494060454
6587,3349045,1137.7,2414475,1000,97,104,40,106,28,107,5,70,74,33,False,False,True,1491732204
6588,1951061,1203.65,2524644,1000,38,26,18,110,21,74,53,72,20,71,True,False,True,1458730785
6589,1804536,1000,36,1186.73,90,12,79,2,11,72,60,61,58,14,True,True,False,1433080889
6590,4185441,1045.63,1852933,1000,75,86,102,95,82,87,71,93,2,35,True,True,False,1491534202
6591,2533075,1085.05,3763625,1040.14,84,86,55,70,11,48,28,87,89,9,True,False,False,1487270200
6592,2701329,1087.32,2767585,1000,102,13,101,67,84,76,107,111,93,55,True,False,False,1458690464
6596,2659468,1165.6,3322300,1000,86,44,5,57,66,37,6,65,40,9,True,True,False,1478076160
6599,2640025,1232.58,4,1160.77,27,60,69,12,15,68,10,100,49,19,False,False,True,1513660921
6603,2776208,1000,350190,1338.47,28,26,49,87,18,107,8,74,29,68,False,False,True,1466992817
6604,527114,1045.4,2016525,1000,55,62,26,9,106,87,69,31,72,46,True,False,True,1465875319
6605,2384932,1144.84,1991433,1031.8,55,11,86,71,1,112,7,78,47,12,True,True,True,1445915341
6607,3763625,1040.14,3704482,1096.81,75,2,85,74,56,8,84,11,30,51,False,True,True,1488128838
6608,2163,1452,2006913,1291.81,16,22,8,33,80,51,47,86,18,62,True,True,False,1500674512
6610,2398232,1048.51,3262665,1000,88,76,85,83,46,28,37,62,63,15,True,False,True,1480147876
6612,15,1511.43,1520578,1094.09,8,51,87,88,34,83,110,20,46,29,False,False,False,1494752076
6614,5,1294.52,3331948,1203.45,16,76,103,41,101,86,70,33,35,88,False,False,False,1477315648
6616,726228,1396.74,5027210,1303.93,103,77,13,69,50,62,27,78,49,34,True,False,True,1514704838
6618,3586078,1172.24,5031582,1000,51,34,87,38,47,3,107,39,104,72,True,True,False,1518332103
6621,20,1000,726228,1396.74,6,87,49,65,75,20,93,13,110,2,True,False,True,1467270942
6622,2527544,1000,2429870,1094.44,74,111,16,62,8,54,26,2,13,50,False,True,False,1464218726
6624,2621843,1211.4,46,1171.65,28,70,87,46,55,79,51,52,97,81,True,False,True,1489327147
6625,4425117,1073.52,464103,1131.39,30,40,7,58,109,16,13,20,53,1,True,False,False,1497544491
6631,2537636,1000,1966890,1093.09,111,20,11,51,30,72,38,3,25,86,True,True,False,1452173487
6633,5,1294.52,4,1160.77,107,34,63,55,64,84,65,90,67,9,True,True,False,1484299516
6634,2512249,1155.77,2659468,1165.6,83,106,86,15,7,37,16,70,88,95,True,True,True,1496219620
6635,1056102,1000,1032367,1050.37,112,51,91,42,106,7,86,8,88,82,False,False,True,1435522096
6636,350190,1338.47,543897,1523.46,19,109,66,86,34,27,11,108,107,114,True,False,True,1516181436
6638,3322300,1000,3317512,1175.81,65,84,87,9,18,86,88,63,23,104,False,True,False,1484217526
6640,2581813,1188.72,350190,1338.47,57,86,100,109,13,15,38,3,91,76,False,True,False,1518618112
6641,2790766,1241.4,3332295,1215.38,28,97,91,107,41,84,86,2,6,94,True,True,False,1479045921
6642,5229127,1243.49,3888404,1000,30,16,53,39,6,15,87,62,49,102,False,False,False,1521831805
6643,5131954,1060.68,5036221,1050.02,57,79,107,49,59,100,86,13,19,47,False,False,False,1514286109
6644,4541043,1000,5006832,1035.7,53,50,107,92,98,60,87,13,18,65,True,False,True,1506960126
6645,2780911,1181.1,3812780,1000,114,88,75,4,98,57,14,82,100,77,True,False,False,1494687021
6648,1333179,1200.19,1883502,1568.6,11,62,72,26,85,39,86,92,6,71,False,False,True,1434623762
6649,4,1160.77,726228,1396.74,43,111,87,109,108,40,37,60,77,76,False,True,True,1521716262
6650,5028104,1105.7,2512249,1155.77,107,4,87,2,78,60,50,47,51,80,False,False,True,1505603350
6651,1964407,1000,4186376,1153.14,68,39,7,82,40,62,20,69,49,56,True,True,False,1500390306
6657,1633432,1000,2555665,1177.54,55,60,27,93,72,61,71,52,100,15,False,False,True,1445386215
6661,5027210,1303.93,36,1186.73,27,53,23,55,106,60,30,13,12,25,False,False,True,1508578611
6662,2163,1452,2640025,1232.58,7,27,41,74,40,107,65,43,111,18,True,True,True,1501694328
6663,39,1451.66,46,1171.65,26,74,110,61,67,76,111,41,56,25,True,True,True,1458432782
6664,5327161,1000,3,1287.81,103,54,86,102,39,62,72,49,119,61,False,False,False,1521749401
6665,4,1160.77,3331948,1203.45,6,32,55,17,86,16,50,98,107,1,False,False,False,1475845389
6666,5037507,1000,4592777,1101.82,79,72,60,54,57,112,107,65,19,10,False,True,True,1511382478
6667,3852402,1034.78,3930196,1000,86,98,85,63,80,96,87,57,11,18,True,False,False,1489081636
6668,2512249,1155.77,350190,1338.47,79,73,23,48,29,103,41,6,74,26,True,False,True,1470279951
6669,350190,1338.47,2789395,1088.66,91,8,106,99,87,32,55,26,63,11,True,True,False,1467994856
6670,2559655,1037.58,2201839,1000,60,106,71,87,21,50,85,25,72,62,True,False,True,1444468054
6671,2833354,1187.43,4425650,1160.59,27,51,9,71,95,60,92,7,13,10,False,True,False,1506222533
6674,2022218,1000,4425650,1160.59,7,53,9,68,76,90,51,99,39,64,False,True,False,1508491391
6676,2512249,1155.77,3,1287.81,38,54,31,12,16,74,87,28,9,98,False,False,True,1467162460
6677,2643401,1083.38,2626685,1210.14,107,69,68,114,49,57,50,83,77,13,False,False,False,1514286113
6678,4151852,1051.19,3715574,1201.9,16,68,85,18,76,51,86,23,63,74,True,True,True,1498531260
6679,2006913,1291.81,3763625,1040.14,91,70,87,2,74,84,8,63,51,76,True,False,False,1489240003
6695,2730057,1000,2197847,1108.61,30,22,58,112,93,53,85,20,1,39,False,False,False,1455217884
6696,3510968,1041.24,3329893,1086.91,107,55,90,1,97,37,16,8,85,82,True,True,False,1481109387
6698,2659468,1165.6,2581813,1188.72,32,111,104,57,46,9,84,28,75,41,True,False,True,1471784995
6700,46,1171.65,36,1186.73,2,50,35,86,48,28,52,106,70,38,False,True,False,1489236797
6702,3729377,1059.44,4100699,1064.46,51,37,11,65,70,97,3,16,8,106,False,True,False,1496253457
6705,543897,1523.46,2789395,1088.66,30,28,9,31,49,20,80,13,26,18,True,False,False,1462517005
6713,1838315,1491.97,1883502,1568.6,16,75,71,22,67,89,33,31,44,114,True,True,False,1497816338
6715,2586976,1351.81,3331948,1203.45,27,109,40,98,28,60,5,99,49,22,False,False,True,1496592424
6716,36,1186.73,1883502,1568.6,66,62,9,49,59,26,54,107,55,43,False,True,True,1463837737
6719,2163,1452,726228,1396.74,3,60,103,11,70,86,43,51,1,29,False,False,True,1509896912
6720,1703527,1000,2735023,1060.51,41,84,74,10,110,79,2,44,28,32,False,True,False,1473592136
6721,4372042,1219.81,2512249,1155.77,16,91,70,17,96,60,75,41,74,7,True,True,True,1498708344
6723,2414095,1072.92,15,1511.43,41,87,91,19,63,103,9,18,5,98,False,True,True,1467788676
6724,1983234,1048.33,726228,1396.74,54,103,110,87,39,109,20,104,26,13,False,False,False,1467284154
6725,111474,1084.27,3317512,1175.81,28,86,20,46,98,50,104,54,62,71,True,False,True,1484299529
6726,1836806,1208.81,1375614,1360.51,103,9,28,90,10,79,41,49,48,38,True,False,True,1468139533
6727,2350559,1080.32,1276923,1000,106,112,100,84,70,11,69,85,7,61,True,True,False,1444669279
6728,2163,1452,1883502,1568.6,100,112,71,99,59,55,106,86,31,72,True,True,True,1446099664
6729,5027210,1303.93,15,1511.43,89,78,87,109,13,57,100,30,76,54,False,False,True,1521796291
6730,1951061,1203.65,5,1294.52,51,112,26,48,73,106,71,86,92,47,False,False,False,1444559336
6731,2679744,1099.4,4256705,1000,28,63,25,98,5,114,37,40,46,41,True,True,False,1493564810
6734,2414095,1072.92,2822317,1000,88,15,86,107,73,102,5,64,85,82,False,True,False,1490167540
6736,15,1511.43,3331948,1203.45,51,9,86,41,113,62,54,5,49,55,False,True,False,1481789527
6738,2738555,1066.91,2677110,1000,53,66,20,43,3,69,74,93,58,26,True,True,True,1458737866
6739,2539098,1000,1983234,1048.33,7,11,17,86,57,25,51,92,1,102,False,False,True,1442405040
6740,2777247,1242.13,2640025,1232.58,107,18,111,69,106,74,20,55,71,63,True,True,False,1458813487
6741,1520578,1094.09,726228,1396.74,28,32,50,17,72,16,86,74,68,93,True,False,False,1477029845
6742,59,1070.62,3332295,1215.38,76,2,26,60,18,90,8,16,45,66,False,True,True,1476639050
6743,2537636,1000,2790766,1241.4,87,65,32,52,94,91,20,43,99,28,False,True,True,1466172342
6745,543897,1523.46,3586078,1172.24,96,84,70,73,50,28,5,48,2,15,True,True,True,1489134247
6746,2108395,1429.43,350190,1338.47,19,78,39,87,15,7,3,74,54,89,False,True,True,1510414869
6747,2163,1452,2783913,1160.23,65,50,91,98,18,37,28,51,9,38,False,False,False,1477413024
6748,2455306,1054.41,1710340,1000,100,25,101,55,93,72,7,112,86,106,True,True,True,1439862276
6749,350190,1338.47,1148284,1109.51,55,72,27,23,88,74,107,30,41,106,True,True,False,1452328574
6751,5138057,1060.15,5051765,1000,66,16,87,39,93,15,30,62,29,92,False,True,False,1520916119
6752,2635099,1242.81,1520578,1094.09,53,111,72,30,38,71,55,28,68,21,True,False,False,1451111368
6755,2586976,1351.81,5006832,1035.7,89,87,38,77,11,51,54,30,58,49,True,False,False,1518443947
6756,1375614,1360.51,1520578,1094.09,79,89,2,70,101,41,103,26,98,11,False,True,False,1474633073
6758,1276785,1000,2659468,1165.6,79,8,84,51,94,103,16,74,25,1,False,False,False,1469197921
6763,2586976,1351.81,5039050,1180.83,19,86,80,100,15,103,16,3,54,11,True,True,False,1518782400
6765,2635099,1242.81,2414475,1000,6,65,26,110,39,109,50,17,107,57,False,False,True,1468312713
6766,4151852,1051.19,2672298,1125.65,13,37,58,15,43,5,107,106,65,8,False,False,False,1496267229
6767,2640025,1232.58,1836806,1208.81,62,65,54,49,20,98,38,87,63,83,False,False,True,1466992855
6768,726228,1396.74,1838315,1491.97,85,73,38,8,86,69,68,11,7,3,True,True,False,1446373016
6769,3331948,1203.45,15,1511.43,60,68,81,57,45,107,27,7,33,95,True,True,True,1499600964
6770,2127330,1097.75,2006913,1291.81,11,85,21,7,23,66,49,52,3,99,False,False,False,1432492959
6773,3332295,1215.38,3266312,1000,28,55,87,32,11,7,63,37,33,9,True,True,True,1482268530
6775,1218336,1094.91,2486559,1000,97,84,57,18,104,99,103,68,93,94,True,False,True,1482841084
6776,1905619,1080.71,4186765,1000,40,88,108,59,50,86,13,51,54,35,True,False,False,1506038821
6780,780202,1057.54,526647,1000,25,79,48,39,53,30,29,86,8,78,True,True,True,1431393668
6782,2860081,1093.46,3325252,1000,5,60,57,44,93,88,55,27,46,10,False,True,True,1494060473
6783,5028104,1105.7,3,1287.81,100,68,78,18,102,28,77,30,65,47,False,True,True,1516239878
6784,3264863,1066.72,2604408,1054.37,41,103,74,79,65,7,20,29,10,17,False,True,False,1472470825
6785,1838315,1491.97,2006913,1291.81,83,106,86,63,96,55,71,87,8,25,True,True,True,1494014699
6786,24,1048.25,2776208,1000,107,43,20,2,67,87,28,74,103,10,False,False,False,1466921415
6787,2538621,1000,4,1160.77,107,55,43,109,111,33,54,26,88,98,False,False,True,1465993343
6790,3580606,1203.37,1838315,1491.97,51,23,87,95,73,37,8,100,106,55,False,False,False,1493404176
6792,2833354,1187.43,3326126,1254.42,79,48,23,65,98,28,34,75,96,93,False,False,True,1483257669
6795,111474,1084.27,2006913,1291.81,53,25,7,44,78,91,30,51,46,72,False,False,False,1443542849
6796,36,1186.73,2163,1452,20,58,60,47,18,107,43,102,55,44,True,True,True,1510246501
6797,1836806,1208.81,2538621,1000,32,43,51,37,10,41,71,74,30,8,True,False,True,1465966674
6800,254140,1000,350190,1338.47,28,39,103,79,46,100,11,86,42,27,False,True,False,1449578654
6802,2581813,1188.72,3381333,1000,5,54,16,23,34,97,37,100,95,17,False,True,False,1493978173
6803,3444630,1000,24,1048.25,64,29,63,89,17,65,85,86,94,75,False,True,True,1479380947
6804,3326875,1269.74,3322300,1000,37,23,98,93,89,79,2,9,76,1,False,True,False,1476271759
6808,1633355,1000,294506,1068.41,28,11,55,50,15,69,112,21,2,26,False,True,True,1448765127
6809,350190,1338.47,2635099,1242.81,79,88,8,66,46,6,110,51,92,35,True,False,False,1469209600
6811,2833354,1187.43,3326126,1254.42,107,98,30,51,15,2,8,84,75,106,False,True,False,1477056437
6812,2564292,1000,2384932,1144.84,69,68,11,7,80,62,73,88,3,19,False,False,False,1447821382
6815,2512130,1034.53,2276247,1109.13,55,100,112,11,59,39,1,101,51,25,True,True,True,1446140450
6817,5051649,1125.96,2103577,1000,51,87,13,109,108,103,77,49,26,11,True,True,True,1518548437
6818,5051649,1125.96,5026801,1398.97,40,60,87,4,54,71,55,64,43,48,True,False,False,1506826879
6826,1883502,1568.6,2006913,1291.81,85,47,30,25,48,91,72,87,49,78,False,False,False,1432296000
6829,4,1160.77,1520578,1094.09,15,50,3,25,7,72,100,55,39,92,False,False,True,1438305224
6830,5027210,1303.93,726228,1396.74,57,100,30,49,11,86,43,60,41,33,False,False,False,1516862470
6833,3335660,1000,726228,1396.74,16,50,8,84,74,28,111,107,15,46,True,False,True,1476615065
6835,2414095,1072.92,20,1000,38,87,39,60,98,20,65,18,103,101,False,False,True,1467797504
6836,46,1171.65,4425117,1073.52,68,69,104,81,106,16,53,3,15,76,True,False,False,1500405779
6837,1836806,1208.81,1520578,1094.09,62,16,98,44,26,86,54,52,17,110,True,False,False,1478436425
6839,2586976,1351.81,2108395,1429.43,80,37,96,66,46,88,74,86,2,8,True,False,True,1487821712
6840,1276785,1000,350190,1338.47,107,76,69,87,12,20,74,65,67,60,False,False,False,1459346387
6841,1375614,1360.51,2414475,1000,107,30,22,67,88,72,111,60,49,65,True,True,True,1453300106
6844,2552670,1159.36,26,1058.92,39,64,95,60,97,86,13,16,18,2,False,False,False,1496244395
6845,2581813,1188.72,5029919,1000,53,71,4,86,46,60,30,51,81,11,True,True,False,1505116840
6846,1905619,1080.71,2967569,1000,65,102,27,20,11,79,16,8,69,97,True,True,True,1487550879
6847,5229049,1048.96,5039050,1180.83,100,43,50,65,80,19,68,13,12,76,False,True,False,1522174101
6849,55,1140.79,2789717,1169.95,69,5,97,80,54,58,30,39,8,63,True,True,False,1462262823
6850,2640025,1232.58,1520578,1094.09,29,5,28,63,35,23,70,27,7,76,False,False,True,1498555617
6853,5006832,1035.7,5002629,1000,40,51,88,8,42,31,22,54,2,4,True,True,True,1505489858
6857,3725701,1123.25,543897,1523.46,102,20,27,95,14,55,5,11,51,109,False,False,False,1494669745
6858,4425650,1160.59,4817847,1000,40,51,27,54,43,7,65,87,9,12,True,True,False,1507800180
6859,2166038,1059.04,3513578,1000,8,91,111,65,18,55,75,37,54,82,True,True,True,1478983057
6861,3626479,1000,2738689,1051.37,28,90,63,55,46,37,8,51,97,11,False,False,False,1490497440
6865,4,1160.77,1520578,1094.09,79,88,87,10,34,55,32,8,30,97,True,False,False,1474452922
6868,5138057,1060.15,5177907,1000,68,12,100,39,2,107,27,104,8,98,True,False,True,1520937674
6869,3322300,1000,3327985,1133.42,84,65,75,10,13,79,48,40,16,74,False,False,True,1479297331
6870,1838315,1491.97,2163,1452,30,51,38,72,6,7,39,80,90,9,True,True,True,1510678502
6872,2776208,1000,4,1160.77,107,25,104,5,77,114,88,50,67,9,False,False,True,1491728324
6873,2837183,1087.81,1633432,1000,55,110,107,41,39,62,65,5,8,34,False,True,True,1464398298
6874,5211205,1000,3324727,1077.91,87,20,53,54,39,38,68,86,22,12,False,False,True,1521742314
6876,2664907,1061.06,2490065,1000,100,11,68,42,110,50,25,9,93,29,True,False,True,1451240804
6877,2581813,1188.72,3586078,1172.24,55,62,30,93,46,28,8,5,76,104,False,False,False,1488459714
6878,1883502,1568.6,2581813,1188.72,16,41,64,95,35,88,40,90,99,45,False,True,False,1501709928
6879,4,1160.77,5259419,1000,66,13,86,19,76,16,72,64,11,107,False,False,False,1520931406
6882,1836806,1208.81,15,1511.43,27,54,28,75,60,88,13,102,90,11,True,True,True,1490421643
6883,2777247,1242.13,1375614,1360.51,41,103,111,93,9,54,87,65,7,89,False,False,True,1467860408
6884,1883502,1568.6,1333179,1200.19,60,55,5,18,36,91,77,13,83,99,True,True,True,1501797769
6885,26,1058.92,2163,1452,91,51,95,65,17,55,28,110,41,74,False,False,True,1494694510
6887,2659468,1165.6,543897,1523.46,96,86,11,65,80,84,98,5,88,8,True,True,True,1488553932
6888,1983234,1048.33,2208748,1088.28,28,54,30,108,46,5,104,32,70,74,False,False,False,1492592183
6889,2512249,1155.77,2163,1452,9,38,20,93,62,65,88,8,37,77,True,False,True,1470438885
6891,1883502,1568.6,2201839,1000,72,100,7,86,46,4,25,51,26,45,True,True,True,1438204435
6892,36,1186.73,2783913,1160.23,74,111,77,79,53,38,76,20,107,72,True,True,True,1459873800
6893,2748441,1079.07,3379569,1000,111,76,16,8,103,9,41,57,44,5,True,True,True,1476103638
6896,4997871,1036.45,4425650,1160.59,80,62,64,28,44,38,30,60,54,13,True,True,True,1509595317
6897,5051649,1125.96,3,1287.81,30,15,107,104,58,19,100,66,47,20,False,False,True,1515808827
6899,2640099,1192.2,1633432,1000,58,55,26,67,13,20,38,111,93,17,True,True,True,1462836580
6901,3763625,1040.14,3331735,1000,8,84,108,87,49,96,86,63,31,11,True,False,True,1489770141
6902,2672298,1125.65,2701329,1087.32,28,8,84,34,62,91,99,31,20,39,True,True,True,1482875238
6905,2677025,1082.49,3,1287.81,76,79,23,16,18,6,37,38,34,20,False,True,False,1476667307
6908,46,1171.65,4425117,1073.52,27,78,88,39,18,19,51,3,12,72,True,False,True,1518095487
6909,36,1186.73,46,1171.65,8,30,111,77,97,107,53,65,20,106,True,False,True,1459965483
6910,3987396,1000,2789725,1059.41,102,31,20,34,70,16,50,47,98,109,False,False,True,1489359945
6913,1838315,1491.97,2642171,1201.24,79,33,11,20,8,28,55,36,66,21,True,False,False,1485985467
